NUMBER,BILL_LINK,TITLE,FILED_BY,LAST_ACTION_AND_LOCATION
SB 1758,https://www.flsenate.gov/Session/Bill/2019/01758,Water Quality Improvements,Mayfield,Last Action: 4/3/2019 S CS/CS by Community Affairs read 1st time -SJ 320
SB 1760,https://www.flsenate.gov/Session/Bill/2019/01760,Voter Registration,Taddeo,Last Action: 3/13/2019 S Introduced -SJ 222
SB 1762,https://www.flsenate.gov/Session/Bill/2019/01762,State Renewable Energy Goals,Rodriguez,Last Action: 3/13/2019 S Introduced -SJ 222
SB 1764,https://www.flsenate.gov/Session/Bill/2019/01764,Fees/Foreign Language Court Reporter/Fingerprint Processing,Baxley,"Last Action: 4/11/2019 S On Committee agenda-- Appropriations Subcommittee on Criminal and Civil Justice, 04/16/19, 9:00 am, 37 Senate Building"
SB 1766,https://www.flsenate.gov/Session/Bill/2019/01766,Crime Stoppers Programs,Gruters,Last Action: 4/5/2019 S Now in Appropriations
SB 1768,https://www.flsenate.gov/Session/Bill/2019/01768,English Language Learners,Cruz,Last Action: 3/13/2019 S Introduced -SJ 223
SB 1770,https://www.flsenate.gov/Session/Bill/2019/01770,Housing Trust Funds,Torres,Last Action: 3/13/2019 S Introduced -SJ 223
SB 1772,https://www.flsenate.gov/Session/Bill/2019/01772,Little Wekiva River,Bracy,Last Action: 4/3/2019 S CS by Environment and Natural Resources read 1st time -SJ 320
SB 1774,https://www.flsenate.gov/Session/Bill/2019/01774,Parental Consent for Abortion,Stargel,Last Action: 4/8/2019 S Now in Judiciary
SB 1776,https://www.flsenate.gov/Session/Bill/2019/01776,Onsite Sewage Treatment and Disposal Systems,Bracy,Last Action: 3/13/2019 S Introduced -SJ 223
SB 1778,https://www.flsenate.gov/Session/Bill/2019/01778,Public Records/Minor’s Petition to Waive Consent/Abortion,Stargel,Last Action: 4/10/2019 S CS by Health Policy read 1st time -SJ 347
SB 1780,https://www.flsenate.gov/Session/Bill/2019/01780,Adult Use Marijuana Legalization,Farmer,Last Action: 3/13/2019 S Introduced -SJ 224
SB 1782,https://www.flsenate.gov/Session/Bill/2019/01782,Taxes and Fees/Recreational Marijuana,Farmer,Last Action: 3/13/2019 S Introduced -SJ 224
SB 1784,https://www.flsenate.gov/Session/Bill/2019/01784,Termination of Parental Rights,Gainer,Last Action: 3/7/2019 S Withdrawn from further consideration -SJ 186
SB 1786,https://www.flsenate.gov/Session/Bill/2019/01786,Florida Working Families Tax Rebate Program,Powell,Last Action: 3/13/2019 S Introduced -SJ 224
SB 1788,https://www.flsenate.gov/Session/Bill/2019/01788,Department of Agriculture and Consumer Services,Hutson,"Last Action: 3/25/2019 S On Committee agenda-- Commerce and Tourism, 03/25/19, 1:30 pm, 110 Senate Building --Temporarily Postponed"
SB 1790,https://www.flsenate.gov/Session/Bill/2019/01790,Medical Services and Insurance,Perry,Last Action: 3/13/2019 S Introduced -SJ 225
SB 1792,https://www.flsenate.gov/Session/Bill/2019/01792,Towing of Vehicles and Vessels,Gruters,Last Action: 4/4/2019 S CS/CS by Infrastructure and Security read 1st time -SJ 327
SB 1794,https://www.flsenate.gov/Session/Bill/2019/01794,Landlords and Tenants,Rodriguez,Last Action: 3/13/2019 S Introduced -SJ 225
SB 1796,https://www.flsenate.gov/Session/Bill/2019/01796,Public Records/Commissioners and Commission Investigators/School Administrators,Perry,Last Action: 4/2/2019 S CS by Criminal Justice read 1st time -SJ 301
SB 1798,https://www.flsenate.gov/Session/Bill/2019/01798,Postsecondary Grant Programs,Gibson,Last Action: 3/13/2019 S Introduced -SJ 226
SB 1800,https://www.flsenate.gov/Session/Bill/2019/01800,Florida Building Code,Gibson,Last Action: 3/26/2019 S CS by Community Affairs read 1st time -SJ 270
SB 1802,https://www.flsenate.gov/Session/Bill/2019/01802,Elections,Stewart,Last Action: 3/13/2019 S Introduced -SJ 226
SB 1804,https://www.flsenate.gov/Session/Bill/2019/01804,Emergency Loans for Agricultural Producers,Albritton,Last Action: 3/21/2019 S CS by Agriculture read 1st time -SJ 263
SB 1806,https://www.flsenate.gov/Session/Bill/2019/01806,Hillsborough County Civil Service Act,Rouson,Last Action: 3/13/2019 S Introduced -SJ 226
SR 1808,https://www.flsenate.gov/Session/Bill/2019/01808,Film and Television Production,Taddeo,"Last Action: 4/12/2019 S On Committee agenda-- Rules, 04/17/19, 2:00 pm, 110 Senate Building"
SR 1810,https://www.flsenate.gov/Session/Bill/2019/01810,Colorectal Cancer Awareness Month,Berman,Last Action: 3/14/2019 S Adopted -SJ 235
SR 1812,https://www.flsenate.gov/Session/Bill/2019/01812,FSU Day,Montford,Last Action: 4/4/2019 S Adopted -SJ 324
SR 1814,https://www.flsenate.gov/Session/Bill/2019/01814,Health Information Technology Week,Harrell,Last Action: 3/15/2019 S Filed
SR 1816,https://www.flsenate.gov/Session/Bill/2019/01816,Tardive Dyskinesia Awareness Week,Harrell,Last Action: 4/4/2019 S Adopted -SJ 324
SR 1818,https://www.flsenate.gov/Session/Bill/2019/01818,Osteopathic Medicine and Health Awareness Day,Montford,Last Action: 4/3/2019 S Adopted -SJ 306
SR 1820,https://www.flsenate.gov/Session/Bill/2019/01820,Moratorium on Drilling in the Gulf of Mexico,Hooper,"Last Action: 4/12/2019 S On Committee agenda-- Rules, 04/17/19, 2:00 pm, 110 Senate Building"
SR 1822,https://www.flsenate.gov/Session/Bill/2019/01822,Gator Day,Perry,Last Action: 4/10/2019 S Adopted -SJ 338
SR 1824,https://www.flsenate.gov/Session/Bill/2019/01824,Springs Protection Awareness Month,Bradley,Last Action: 4/4/2019 S Adopted -SJ 324
SR 1826,https://www.flsenate.gov/Session/Bill/2019/01826,Apollo 11 Week,Wright,Last Action: 4/10/2019 S Adopted -SJ 338
SR 1828,https://www.flsenate.gov/Session/Bill/2019/01828,Florida Gulf Coast University Day,Benacquisto,Last Action: 3/22/2019 S Filed
SR 1830,https://www.flsenate.gov/Session/Bill/2019/01830,Delta Days at the Capitol,Gibson,Last Action: 4/3/2019 S Adopted -SJ 306
SR 1832,https://www.flsenate.gov/Session/Bill/2019/01832,Keep Florida Beautiful Day,Hooper,Last Action: 3/27/2019 S Filed
SR 1834,https://www.flsenate.gov/Session/Bill/2019/01834,Hidden Heroes,Broxson,Last Action: 4/3/2019 S Adopted -SJ 307
SR 1836,https://www.flsenate.gov/Session/Bill/2019/01836,Hillsborough Community College,Rouson,Last Action: 4/2/2019 S Filed
SR 1838,https://www.flsenate.gov/Session/Bill/2019/01838,Florida State University Soccer Team,Farmer,Last Action: 4/10/2019 S Adopted -SJ 338
SR 1840,https://www.flsenate.gov/Session/Bill/2019/01840,Florida State University Seminoles 2018 Softball Team,Farmer,Last Action: 4/10/2019 S Adopted -SJ 339
SR 1842,https://www.flsenate.gov/Session/Bill/2019/01842,Broward Health/Marjory Stoneman Douglas High School,Book,Last Action: 4/8/2019 S Filed
SR 1844,https://www.flsenate.gov/Session/Bill/2019/01844,Federal Disaster Relief and Recovery,Montford,Last Action: 4/10/2019 S Adopted -SJ 339
SR 1846,https://www.flsenate.gov/Session/Bill/2019/01846,Florida Commission on Human Relations,Rouson,Last Action: 4/9/2019 S Filed
SR 1848,https://www.flsenate.gov/Session/Bill/2019/01848,Spinal Cord Injury Awareness Month,Wright,Last Action: 4/9/2019 S Filed
SR 1850,https://www.flsenate.gov/Session/Bill/2019/01850,American Stroke Month,Wright,Last Action: 4/11/2019 S Filed
SB 2500,https://www.flsenate.gov/Session/Bill/2019/02500,Appropriations,Appropriations,Last Action: 4/4/2019 S In returning messages -SJ 329
SB 2502,https://www.flsenate.gov/Session/Bill/2019/02502,Implementing the 2019-2020 General Appropriations Act,Appropriations,Last Action: 4/3/2019 S Retained on Calendar
SB 2504,https://www.flsenate.gov/Session/Bill/2019/02504,State Employees,Appropriations,Last Action: 4/4/2019 S In returning messages -SJ 329
SB 7000,https://www.flsenate.gov/Session/Bill/2019/07000,OGSR/Dental Workforce Surveys/Department of Health,Health Policy,Last Action: 3/12/2019 S Now in Rules
SB 7002,https://www.flsenate.gov/Session/Bill/2019/07002,OGSR/Alzheimer’s Disease Research Grant Advisory Board,Health Policy,"Last Action: 3/27/2019 S Laid on Table, refer to HB 7003 -SJ 277"
SB 7004,https://www.flsenate.gov/Session/Bill/2019/07004,OGSR/Department of Health Personnel,Health Policy,"Last Action: 3/27/2019 S Laid on Table, refer to HB 7009 -SJ 278"
SB 7006,https://www.flsenate.gov/Session/Bill/2019/07006,Uniform Interstate Depositions and Discovery Act,Judiciary,Last Action: 4/11/2019 H CS passed; YEAS 115 NAYS 0 -HJ 640
SB 7008,https://www.flsenate.gov/Session/Bill/2019/07008,OGSR/Security Breach Information/Department of Legal Affairs,Judiciary,"Last Action: 3/13/2019 S Placed on Calendar, on 2nd reading"
SB 7010,https://www.flsenate.gov/Session/Bill/2019/07010,OGSR/Treatment-based Drug Court Programs,Judiciary,"Last Action: 4/10/2019 S Laid on Table, refer to HB 7025 -SJ 341"
SB 7012,https://www.flsenate.gov/Session/Bill/2019/07012,Vaping,"Innovation, Industry, and Technology",Last Action: 4/11/2019 H CS passed; YEAS 116 NAYS 0 -HJ 646
SB 7014,https://www.flsenate.gov/Session/Bill/2019/07014,Government Accountability,Governmental Oversight and Accountability,Last Action: 4/11/2019 H CS passed; YEAS 113 NAYS 0 -HJ 658
SB 7016,https://www.flsenate.gov/Session/Bill/2019/07016,State-administered Retirement Systems,Governmental Oversight and Accountability,Last Action: 4/9/2019  Signed by Officers and presented to Governor -SJ 336
SB 7018,https://www.flsenate.gov/Session/Bill/2019/07018,OGSR/Public Research Facility/Animal Research,Education,Last Action: 4/10/2019 S Placed on 3rd reading
SB 7020,https://www.flsenate.gov/Session/Bill/2019/07020,OGSR/University Direct-support Organization/Research Funding or Research Plans,Education,"Last Action: 4/4/2019 S Placed on Calendar, on 2nd reading"
SB 7022,https://www.flsenate.gov/Session/Bill/2019/07022,Fish and Wildlife Conservation Commission Citizen Support Organizations,Environment and Natural Resources,Last Action: 4/10/2019 S Placed on 3rd reading
SB 7024,https://www.flsenate.gov/Session/Bill/2019/07024,Department of Environmental Protection Citizen Support Organizations,Environment and Natural Resources,Last Action: 4/2/2019 S CS by Appropriations read 1st time -SJ 301
SB 7026,https://www.flsenate.gov/Session/Bill/2019/07026,Not Used,Criminal Justice,Last Action: 1/1/0001
SB 7028,https://www.flsenate.gov/Session/Bill/2019/07028,Judicial Retirement,Governmental Oversight and Accountability,Last Action: 3/5/2019 S Introduced -SJ 147
SB 7030,https://www.flsenate.gov/Session/Bill/2019/07030,School Safety and Security,Education,Last Action: 4/11/2019 S CS/CS by- Appropriations; YEAS 11 NAYS 9
SB 7032,https://www.flsenate.gov/Session/Bill/2019/07032,OGSR/Emergency Planning Assistance/Division of Emergency Management,Infrastructure and Security,"Last Action: 4/10/2019 S Placed on Calendar, on 2nd reading"
SB 7034,https://www.flsenate.gov/Session/Bill/2019/07034,OGSR/Automated License Plate Recognition System,Infrastructure and Security,Last Action: 4/11/2019 H Passed; YEAS 116 NAYS 0 -HJ 643
SB 7036,https://www.flsenate.gov/Session/Bill/2019/07036,OGSR/Payment of Toll on Toll Facilities/Identifying Information,Infrastructure and Security,Last Action: 4/11/2019 H Passed; YEAS 115 NAYS 0 -HJ 644
SB 7038,https://www.flsenate.gov/Session/Bill/2019/07038,Department of Law Enforcement,Infrastructure and Security,Last Action: 3/5/2019 S Introduced -SJ 147
SB 7040,https://www.flsenate.gov/Session/Bill/2019/07040,Financial Disclosure,Ethics and Elections,Last Action: 4/11/2019 S CS/CS by- Appropriations; YEAS 19 NAYS 0
SB 7042,https://www.flsenate.gov/Session/Bill/2019/07042,Public Records/Commission on Ethics,Ethics and Elections,"Last Action: 4/12/2019 S Placed on Calendar, on 2nd reading"
SB 7044,https://www.flsenate.gov/Session/Bill/2019/07044,OGSR/Concealed Carry License/Department of Agriculture and Consumer Services,Criminal Justice,Last Action: 3/12/2019 S Now in Rules
SB 7046,https://www.flsenate.gov/Session/Bill/2019/07046,Critical Infrastructure Facilities and Staff,Criminal Justice,"Last Action: 4/12/2019 S On Committee agenda-- Rules, 04/17/19, 2:00 pm, 110 Senate Building"
SB 7048,https://www.flsenate.gov/Session/Bill/2019/07048,Disclosure of Confidential Records,"Children, Families, and Elder Affairs","Last Action: 4/10/2019 S Placed on Calendar, on 2nd reading"
SB 7050,https://www.flsenate.gov/Session/Bill/2019/07050,OGSR/Investigations and Examinations by the Office of Financial Regulation,Banking and Insurance,Last Action: 4/10/2019 S Placed on 3rd reading
SB 7052,https://www.flsenate.gov/Session/Bill/2019/07052,OGSR/Informal Enforcement Actions/Trade Secrets/Office of Financial Regulation,Banking and Insurance,"Last Action: 3/21/2019 S Placed on Calendar, on 2nd reading"
SB 7054,https://www.flsenate.gov/Session/Bill/2019/07054,OGSR/Hurricane or Flood Loss Models,Banking and Insurance,"Last Action: 4/12/2019 S On Committee agenda-- Rules, 04/17/19, 2:00 pm, 110 Senate Building"
SB 7056,https://www.flsenate.gov/Session/Bill/2019/07056,OGSR/Family Trust Companies/Office of Financial Regulation,Banking and Insurance,"Last Action: 4/10/2019 S Laid on Table, refer to HB 7033 -SJ 342"
SB 7058,https://www.flsenate.gov/Session/Bill/2019/07058,Trust Funds/Administrative Trust Fund/Department of Highway Safety and Motor Vehicles,Appropriations,Last Action: 3/7/2019 H In Messages
SB 7060,https://www.flsenate.gov/Session/Bill/2019/07060,Termination of the Working Capital Trust Fund within the Department of Highway Safety and Motor Vehicles,Appropriations,Last Action: 4/11/2019 H Passed; YEAS 116 NAYS 0 -HJ 643
SB 7062,https://www.flsenate.gov/Session/Bill/2019/07062,Department of Agriculture and Consumer Services Citizen Support Organizations and Direct-support Organizations,Agriculture,Last Action: 3/20/2019 S Now in Appropriations
SB 7064,https://www.flsenate.gov/Session/Bill/2019/07064,Oil Drilling,Agriculture,Last Action: 3/26/2019 S Now in Environment and Natural Resources
SB 7066,https://www.flsenate.gov/Session/Bill/2019/07066,Ballot Processes,Ethics and Elections,Last Action: 3/13/2019 S Introduced -SJ 227
SB 7068,https://www.flsenate.gov/Session/Bill/2019/07068,Transportation,Infrastructure and Security,Last Action: 4/11/2019 S CS by- Appropriations; YEAS 20 NAYS 0
SB 7070,https://www.flsenate.gov/Session/Bill/2019/07070,K-12 Education,Education,Last Action: 3/21/2019 S Now in Appropriations
SB 7072,https://www.flsenate.gov/Session/Bill/2019/07072,Justice System,Appropriations,Last Action: 4/11/2019 S Now in Appropriations
SB 7074,https://www.flsenate.gov/Session/Bill/2019/07074,Support Organizations,Governmental Oversight and Accountability,Last Action: 3/14/2019 S Introduced -SJ 238
SB 7076,https://www.flsenate.gov/Session/Bill/2019/07076,State University Building Designations,Education,"Last Action: 4/4/2019 S Placed on Calendar, on 2nd reading"
SB 7078,https://www.flsenate.gov/Session/Bill/2019/07078,Health Care,Health Policy,Last Action: 4/8/2019 S Now in Appropriations
SB 7080,https://www.flsenate.gov/Session/Bill/2019/07080,Public Records and Meetings/Interstate Medical Licensure Compact,Health Policy,Last Action: 4/3/2019 S CS by Governmental Oversight and Accountability read 1st time -SJ 320
SB 7082,https://www.flsenate.gov/Session/Bill/2019/07082,Controlled Substances,Criminal Justice,Last Action: 4/5/2019 S Now in Appropriations
SB 7084,https://www.flsenate.gov/Session/Bill/2019/07084,"Public Records and Public Meetings/Consumer Fraud, Identity Theft, and Skimmer Working Group",Commerce and Tourism,Last Action: 3/21/2019 S Introduced -SJ 259
SB 7086,https://www.flsenate.gov/Session/Bill/2019/07086,Voting Rights Restoration,Criminal Justice,Last Action: 4/10/2019 S CS by Judiciary read 1st time -SJ 347
SB 7088,https://www.flsenate.gov/Session/Bill/2019/07088,Fees/State Hemp Program,Agriculture,Last Action: 3/27/2019 S Introduced -SJ 281
SB 7090,https://www.flsenate.gov/Session/Bill/2019/07090,Department of Highway Safety and Motor Vehicles,Infrastructure and Security,"Last Action: 4/11/2019 S On Committee agenda-- Appropriations Subcommittee on Transportation, Tourism, and Economic Development, 04/16/19, 1:00 pm, 110 Senate Building"
SB 7092,https://www.flsenate.gov/Session/Bill/2019/07092,Fees/Department of Highway Safety and Motor Vehicles,Infrastructure and Security,"Last Action: 4/11/2019 S On Committee agenda-- Appropriations Subcommittee on Transportation, Tourism, and Economic Development, 04/16/19, 1:00 pm, 110 Senate Building"
SB 7094,https://www.flsenate.gov/Session/Bill/2019/07094,Public Records/Department of Highway Safety and Motor Vehicles,Infrastructure and Security,"Last Action: 4/11/2019 S On Committee agenda-- Appropriations Subcommittee on Transportation, Tourism, and Economic Development, 04/16/19, 1:00 pm, 110 Senate Building"
SB 7096,https://www.flsenate.gov/Session/Bill/2019/07096,Constitutional Amendments,Judiciary,Last Action: 4/11/2019 S Now in Appropriations
SB 7098,https://www.flsenate.gov/Session/Bill/2019/07098,Death Benefits,Governmental Oversight and Accountability,"Last Action: 4/11/2019 S On Committee agenda-- Appropriations Subcommittee on Agriculture, Environment, and General Government, 04/16/19, 9:00 am, 110 Senate Building"
SB 7100,https://www.flsenate.gov/Session/Bill/2019/07100,Public Records/Department of the Lottery,"Innovation, Industry, and Technology",Last Action: 4/11/2019 S Referred to Rules
SB 7102,https://www.flsenate.gov/Session/Bill/2019/07102,Hemp,"Innovation, Industry, and Technology",Last Action: 4/11/2019 S Referred to Appropriations
SPB 7104,https://www.flsenate.gov/Session/Bill/2019/07104,Taxation Transparency,Finance and Tax,"Last Action: 4/4/2019 S On Committee agenda-- Finance and Tax, 04/04/19, 12:30 pm, 401 Senate Building --Temporarily Postponed"
SB 7106,https://www.flsenate.gov/Session/Bill/2019/07106,Risk Protection Orders,Education,Last Action: 4/11/2019 S Referred to Rules
